Transaction_ID,Order_Date,Region,Category,Quantity,Unit_Price,Shipping_Cost
TXN-104000,16/06/2025 16:00,West,Electronics,16,110.99,21.34
TXN-104001,16/06/2025 17:00,East,Industrial Machinery,16,297.97,13.74
TXN-104002,16/06/2025 18:00,East,Electronics,6,408.44,21.43
TXN-104003,16/06/2025 19:00,East,Home Appliances,5,52.64,14.65
TXN-104004,16/06/2025 20:00,West,Electronics,4,109.62,28.38
TXN-104005,16/06/2025 21:00,South,Home Appliances,2,382.4,35.07
TXN-104006,16/06/2025 22:00,West,Home Appliances,6,289.91,40.98
TXN-104007,16/06/2025 23:00,South,Electronics,9,49.7,15.24
TXN-104008,17/06/2025 00:00,West,Home Appliances,17,226.82,12.51
TXN-104009,17/06/2025 01:00,West,Office Supplies,14,106.64,5.88
TXN-104010,17/06/2025 02:00,South,Electronics,7,102.01,15.26
TXN-104011,17/06/2025 03:00,East,Electronics,19,424.21,6.08
TXN-104012,17/06/2025 04:00,South,Home Appliances,1,346.39,20.55
TXN-104013,17/06/2025 05:00,North,Home Appliances,15,318.01,11.56
TXN-104014,17/06/2025 06:00,North,Electronics,18,119.31,31.1
TXN-104015,17/06/2025 07:00,South,Office Supplies,3,67.02,22.27
TXN-104016,17/06/2025 08:00,West,Home Appliances,18,393.88,9.21
TXN-104017,17/06/2025 09:00,North,Home Appliances,2,18.05,22.99
TXN-104018,17/06/2025 10:00,North,Industrial Machinery,10,184.13,14.42
TXN-104019,17/06/2025 11:00,West,Office Supplies,11,136.12,35.61
TXN-104020,17/06/2025 12:00,West,Office Supplies,3,263.33,21.4
TXN-104021,17/06/2025 13:00,East,Electronics,7,124.35,11.62
TXN-104022,17/06/2025 14:00,West,Office Supplies,8,150.72,20.73
TXN-104023,17/06/2025 15:00,South,Electronics,19,384.84,15.1
TXN-104024,17/06/2025 16:00,South,Industrial Machinery,18,277.59,40.81
TXN-104025,17/06/2025 17:00,East,Office Supplies,13,78.8,49.25
TXN-104026,17/06/2025 18:00,North,Home Appliances,13,331.15,6.15
TXN-104027,17/06/2025 19:00,North,Industrial Machinery,19,105.64,36.05
TXN-104028,17/06/2025 20:00,West,Electronics,12,203.64,16.88
TXN-104029,17/06/2025 21:00,South,Industrial Machinery,17,296.45,7.99
TXN-104030,17/06/2025 22:00,North,Electronics,12,133.65,5.65
TXN-104031,17/06/2025 23:00,East,Industrial Machinery,13,182.39,44.65
TXN-104032,18/06/2025 00:00,East,Electronics,12,334.49,20.91
TXN-104033,18/06/2025 01:00,South,Office Supplies,19,423.02,49.75
TXN-104034,18/06/2025 02:00,East,Home Appliances,14,245.46,24.91
TXN-104035,18/06/2025 03:00,East,Electronics,7,19.83,13.44
TXN-104036,18/06/2025 04:00,South,Industrial Machinery,13,162.56,39.97
TXN-104037,18/06/2025 05:00,West,Electronics,6,188.71,46.69
TXN-104038,18/06/2025 06:00,West,Electronics,19,162.87,41.7
TXN-104039,18/06/2025 07:00,East,Electronics,19,205.06,38.53
TXN-104040,18/06/2025 08:00,West,Industrial Machinery,4,290.39,20.06
TXN-104041,18/06/2025 09:00,West,Home Appliances,19,68.13,7.9
TXN-104042,18/06/2025 10:00,East,Office Supplies,9,133.96,14.06
TXN-104043,18/06/2025 11:00,West,Home Appliances,16,236.07,25.11
TXN-104044,18/06/2025 12:00,East,Electronics,4,152.62,48.03
TXN-104045,18/06/2025 13:00,North,Industrial Machinery,6,446.13,37.53
TXN-104046,18/06/2025 14:00,South,Home Appliances,8,202.96,42.27
TXN-104047,18/06/2025 15:00,South,Electronics,16,393.43,17.48
TXN-104048,18/06/2025 16:00,West,Office Supplies,5,405.03,35.77
TXN-104049,18/06/2025 17:00,West,Office Supplies,10,378.75,43.81
TXN-104050,18/06/2025 18:00,West,Office Supplies,13,35.88,26.57
TXN-104051,18/06/2025 19:00,South,Electronics,14,427.3,24.35
TXN-104052,18/06/2025 20:00,North,Industrial Machinery,7,71.44,37.37
TXN-104053,18/06/2025 21:00,North,Home Appliances,6,30.45,30.2
TXN-104054,18/06/2025 22:00,South,Office Supplies,7,195.54,49.69
TXN-104055,18/06/2025 23:00,North,Electronics,5,100.07,24.13
TXN-104056,19/06/2025 00:00,South,Electronics,18,95.53,12.92
TXN-104057,19/06/2025 01:00,North,Home Appliances,12,140.56,26.24
TXN-104058,19/06/2025 02:00,East,Office Supplies,6,123.43,15.58
TXN-104059,19/06/2025 03:00,East,Electronics,1,313.04,30.26
TXN-104060,19/06/2025 04:00,South,Home Appliances,4,96.65,10.66
TXN-104061,19/06/2025 05:00,North,Industrial Machinery,19,251.48,47.75
TXN-104062,19/06/2025 06:00,West,Industrial Machinery,12,444.1,43.69
TXN-104063,19/06/2025 07:00,North,Industrial Machinery,15,203.37,12
TXN-104064,19/06/2025 08:00,East,Office Supplies,3,294.39,12.76
TXN-104065,19/06/2025 09:00,East,Home Appliances,8,436.69,28.06
TXN-104066,19/06/2025 10:00,North,Home Appliances,11,75.3,39.78
TXN-104067,19/06/2025 11:00,North,Electronics,16,197.38,14.86
TXN-104068,19/06/2025 12:00,West,Electronics,9,384.91,7.74
TXN-104069,19/06/2025 13:00,West,Electronics,3,420.59,29.55
TXN-104070,19/06/2025 14:00,North,Home Appliances,5,276.74,36.12
TXN-104071,19/06/2025 15:00,North,Electronics,14,77.82,16
TXN-104072,19/06/2025 16:00,North,Home Appliances,15,407.19,38.29
TXN-104073,19/06/2025 17:00,North,Home Appliances,6,91.3,47.78
TXN-104074,19/06/2025 18:00,South,Industrial Machinery,4,168.83,11.17
TXN-104075,19/06/2025 19:00,North,Electronics,8,178.66,28
TXN-104076,19/06/2025 20:00,West,Industrial Machinery,19,209.85,7.56
TXN-104077,19/06/2025 21:00,East,Office Supplies,5,358.83,14.3
TXN-104078,19/06/2025 22:00,South,Office Supplies,13,364.03,9.04
TXN-104079,19/06/2025 23:00,North,Office Supplies,16,328.19,23.18
TXN-104080,20/06/2025 00:00,East,Home Appliances,1,25.11,41.94
TXN-104081,20/06/2025 01:00,South,Home Appliances,13,260.93,30.97
TXN-104082,20/06/2025 02:00,East,Home Appliances,11,340.29,15.02
TXN-104083,20/06/2025 03:00,North,Electronics,8,208.69,6.8
TXN-104084,20/06/2025 04:00,North,Industrial Machinery,8,426.07,29.9
TXN-104085,20/06/2025 05:00,West,Home Appliances,14,373.45,10.98
TXN-104086,20/06/2025 06:00,North,Industrial Machinery,13,292.78,20.42
TXN-104087,20/06/2025 07:00,North,Industrial Machinery,3,42.62,27.96
TXN-104088,20/06/2025 08:00,South,Industrial Machinery,4,298.94,45.67
TXN-104089,20/06/2025 09:00,West,Electronics,15,411.58,8.68
TXN-104090,20/06/2025 10:00,South,Electronics,15,180.37,35.09
TXN-104091,20/06/2025 11:00,East,Office Supplies,13,379.67,5.63
TXN-104092,20/06/2025 12:00,North,Office Supplies,9,151.57,33.35
TXN-104093,20/06/2025 13:00,East,Industrial Machinery,10,263.21,29.82
TXN-104094,20/06/2025 14:00,South,Office Supplies,12,297.24,41.53
TXN-104095,20/06/2025 15:00,North,Industrial Machinery,14,310.09,28.92
TXN-104096,20/06/2025 16:00,North,Electronics,1,398.97,20.87
TXN-104097,20/06/2025 17:00,South,Electronics,14,117.44,15.92
TXN-104098,20/06/2025 18:00,South,Electronics,14,129.5,8.84
TXN-104099,20/06/2025 19:00,South,Home Appliances,8,321.41,29.06
TXN-104100,20/06/2025 20:00,South,Industrial Machinery,16,92.49,44.97
TXN-104101,20/06/2025 21:00,South,Electronics,14,217.23,28.16
TXN-104102,20/06/2025 22:00,North,Industrial Machinery,1,24.2,38.26
TXN-104103,20/06/2025 23:00,South,Office Supplies,16,76.76,18.43
TXN-104104,21/06/2025 00:00,North,Office Supplies,18,310.46,25.17
TXN-104105,21/06/2025 01:00,North,Electronics,7,340.27,19.61
TXN-104106,21/06/2025 02:00,South,Industrial Machinery,15,65.61,9.92
TXN-104107,21/06/2025 03:00,South,Electronics,17,114.44,23.76
TXN-104108,21/06/2025 04:00,West,Office Supplies,19,58.47,39.39
TXN-104109,21/06/2025 05:00,North,Electronics,13,203.82,22.77
TXN-104110,21/06/2025 06:00,South,Industrial Machinery,9,70.3,34.26
TXN-104111,21/06/2025 07:00,South,Office Supplies,15,205.51,39.14
TXN-104112,21/06/2025 08:00,South,Home Appliances,3,333.6,19.52
TXN-104113,21/06/2025 09:00,West,Office Supplies,1,312.43,40.89
TXN-104114,21/06/2025 10:00,West,Home Appliances,16,137.36,20.25
TXN-104115,21/06/2025 11:00,East,Electronics,8,308.25,16.52
TXN-104116,21/06/2025 12:00,North,Electronics,13,418.59,15.01
TXN-104117,21/06/2025 13:00,East,Industrial Machinery,8,166.5,14
TXN-104118,21/06/2025 14:00,South,Home Appliances,17,158.5,38.17
TXN-104119,21/06/2025 15:00,West,Electronics,14,263.79,44.94
TXN-104120,21/06/2025 16:00,West,Home Appliances,7,122.17,15.38
TXN-104121,21/06/2025 17:00,East,Electronics,15,298.61,8.84
TXN-104122,21/06/2025 18:00,West,Office Supplies,16,377.12,19.12
TXN-104123,21/06/2025 19:00,South,Electronics,19,215.07,34.6
TXN-104124,21/06/2025 20:00,West,Industrial Machinery,6,310.75,21.58
TXN-104125,21/06/2025 21:00,East,Office Supplies,1,298.74,29.71
TXN-104126,21/06/2025 22:00,South,Industrial Machinery,12,32.3,38.49
TXN-104127,21/06/2025 23:00,East,Office Supplies,18,95.19,23.38
TXN-104128,22/06/2025 00:00,West,Home Appliances,16,403.74,49.99
TXN-104129,22/06/2025 01:00,East,Industrial Machinery,12,423.45,18.41
TXN-104130,22/06/2025 02:00,East,Electronics,13,354.6,49.02
TXN-104131,22/06/2025 03:00,North,Home Appliances,8,415.78,14.14
TXN-104132,22/06/2025 04:00,West,Electronics,1,148.52,9.99
TXN-104133,22/06/2025 05:00,West,Office Supplies,7,123.13,38.79
TXN-104134,22/06/2025 06:00,East,Office Supplies,15,182.48,36.6
TXN-104135,22/06/2025 07:00,North,Electronics,13,39.55,41.5
TXN-104136,22/06/2025 08:00,West,Electronics,13,367.39,20.46
TXN-104137,22/06/2025 09:00,South,Home Appliances,9,443.12,46.89
TXN-104138,22/06/2025 10:00,East,Electronics,15,373.54,10.38
TXN-104139,22/06/2025 11:00,West,Industrial Machinery,4,256.64,6.36
TXN-104140,22/06/2025 12:00,South,Industrial Machinery,13,143.8,18.53
TXN-104141,22/06/2025 13:00,West,Electronics,12,101.4,40.88
TXN-104142,22/06/2025 14:00,South,Industrial Machinery,5,173.69,35.28
TXN-104143,22/06/2025 15:00,East,Electronics,7,305.3,24.63
TXN-104144,22/06/2025 16:00,West,Home Appliances,8,209.75,16.53
TXN-104145,22/06/2025 17:00,West,Industrial Machinery,5,421.35,7.67
TXN-104146,22/06/2025 18:00,North,Industrial Machinery,9,386.66,20.19
TXN-104147,22/06/2025 19:00,East,Electronics,14,59.99,25.7
TXN-104148,22/06/2025 20:00,South,Industrial Machinery,12,72.65,35.92
TXN-104149,22/06/2025 21:00,West,Office Supplies,4,309.33,34.07
TXN-104150,22/06/2025 22:00,West,Home Appliances,8,115.77,47.63
TXN-104151,22/06/2025 23:00,South,Home Appliances,17,359.2,9.52
TXN-104152,23/06/2025 00:00,East,Industrial Machinery,8,272.45,20.14
TXN-104153,23/06/2025 01:00,North,Industrial Machinery,1,115.36,26.67
TXN-104154,23/06/2025 02:00,North,Office Supplies,2,223.49,35.18
TXN-104155,23/06/2025 03:00,West,Office Supplies,4,191.94,27.3
TXN-104156,23/06/2025 04:00,South,Industrial Machinery,1,394.89,46.07
TXN-104157,23/06/2025 05:00,West,Industrial Machinery,7,29.47,32.39
TXN-104158,23/06/2025 06:00,South,Office Supplies,1,404.74,6.78
TXN-104159,23/06/2025 07:00,North,Electronics,9,298.83,10.11
TXN-104160,23/06/2025 08:00,East,Office Supplies,3,335.96,38.91
TXN-104161,23/06/2025 09:00,South,Electronics,12,16.63,37.21
TXN-104162,23/06/2025 10:00,North,Home Appliances,19,288.47,11.91
TXN-104163,23/06/2025 11:00,West,Home Appliances,15,271.2,7.65
TXN-104164,23/06/2025 12:00,South,Office Supplies,16,248.92,31.04
TXN-104165,23/06/2025 13:00,East,Electronics,10,356.96,33.61
TXN-104166,23/06/2025 14:00,West,Office Supplies,6,257.03,11.09
TXN-104167,23/06/2025 15:00,West,Office Supplies,17,387.91,26.31
TXN-104168,23/06/2025 16:00,North,Electronics,17,116.58,18.76
TXN-104169,23/06/2025 17:00,South,Office Supplies,19,365.7,46.91
TXN-104170,23/06/2025 18:00,West,Home Appliances,18,93.41,14.86
TXN-104171,23/06/2025 19:00,East,Industrial Machinery,11,368.8,38
TXN-104172,23/06/2025 20:00,South,Industrial Machinery,7,424.13,28.32
TXN-104173,23/06/2025 21:00,East,Office Supplies,10,161.36,5.52
TXN-104174,23/06/2025 22:00,West,Electronics,7,245.74,28.26
TXN-104175,23/06/2025 23:00,East,Electronics,5,301.54,9.48
TXN-104176,24/06/2025 00:00,North,Home Appliances,12,50.03,34.66
TXN-104177,24/06/2025 01:00,East,Electronics,16,230.18,30.45
TXN-104178,24/06/2025 02:00,South,Electronics,18,172.17,5.47
TXN-104179,24/06/2025 03:00,East,Home Appliances,3,394.58,14.21
TXN-104180,24/06/2025 04:00,East,Office Supplies,15,396.42,39.93
TXN-104181,24/06/2025 05:00,North,Industrial Machinery,5,319.99,17.41
TXN-104182,24/06/2025 06:00,East,Home Appliances,13,300.41,27.47
TXN-104183,24/06/2025 07:00,East,Office Supplies,19,334.29,19.04
TXN-104184,24/06/2025 08:00,West,Home Appliances,12,174.52,46.47
TXN-104185,24/06/2025 09:00,West,Office Supplies,5,191.26,29.15
TXN-104186,24/06/2025 10:00,South,Home Appliances,6,256.08,36.33
TXN-104187,24/06/2025 11:00,West,Office Supplies,7,423.07,8.76
TXN-104188,24/06/2025 12:00,West,Home Appliances,10,330.08,6.82
TXN-104189,24/06/2025 13:00,West,Office Supplies,16,254.9,16.67
TXN-104190,24/06/2025 14:00,West,Home Appliances,8,350.24,18.91
TXN-104191,24/06/2025 15:00,North,Industrial Machinery,9,176.65,35.95
TXN-104192,24/06/2025 16:00,West,Industrial Machinery,4,332.89,30.61
TXN-104193,24/06/2025 17:00,North,Electronics,8,193.94,21.86
TXN-104194,24/06/2025 18:00,North,Office Supplies,7,137.01,34.44
TXN-104195,24/06/2025 19:00,West,Home Appliances,15,280.43,12.36
TXN-104196,24/06/2025 20:00,East,Office Supplies,3,313.95,7.86
TXN-104197,24/06/2025 21:00,North,Industrial Machinery,17,215.06,43.45
TXN-104198,24/06/2025 22:00,East,Office Supplies,11,261.21,30.38
TXN-104199,24/06/2025 23:00,East,Home Appliances,9,317.07,34.21
TXN-104200,25/06/2025 00:00,West,Office Supplies,5,349.07,18.83
TXN-104201,25/06/2025 01:00,South,Home Appliances,10,404.63,21.74
TXN-104202,25/06/2025 02:00,West,Industrial Machinery,15,169.55,8.71
TXN-104203,25/06/2025 03:00,South,Industrial Machinery,14,428.92,43.56
TXN-104204,25/06/2025 04:00,South,Industrial Machinery,4,292.4,31.66
TXN-104205,25/06/2025 05:00,West,Electronics,2,357.76,8.76
TXN-104206,25/06/2025 06:00,West,Industrial Machinery,12,319.55,41.2
TXN-104207,25/06/2025 07:00,South,Office Supplies,1,104.82,24.99
TXN-104208,25/06/2025 08:00,West,Electronics,5,46.54,39.43
TXN-104209,25/06/2025 09:00,South,Industrial Machinery,6,331.07,5.57
TXN-104210,25/06/2025 10:00,East,Office Supplies,11,237.55,6.29
TXN-104211,25/06/2025 11:00,West,Office Supplies,8,320.61,12.69
TXN-104212,25/06/2025 12:00,East,Office Supplies,7,222.69,14.49
TXN-104213,25/06/2025 13:00,North,Home Appliances,4,151.17,39.38
TXN-104214,25/06/2025 14:00,East,Electronics,6,139.34,36.8
TXN-104215,25/06/2025 15:00,East,Office Supplies,16,332.92,32.72
TXN-104216,25/06/2025 16:00,South,Home Appliances,15,135.76,44.82
TXN-104217,25/06/2025 17:00,East,Industrial Machinery,14,326.03,16.12
TXN-104218,25/06/2025 18:00,West,Office Supplies,12,182.33,45.7
TXN-104219,25/06/2025 19:00,South,Home Appliances,12,350.46,45.93
TXN-104220,25/06/2025 20:00,North,Office Supplies,16,77.55,24.54
TXN-104221,25/06/2025 21:00,West,Electronics,15,104.56,9.25
TXN-104222,25/06/2025 22:00,North,Electronics,13,313.53,37.7
TXN-104223,25/06/2025 23:00,East,Industrial Machinery,11,258.92,20.16
TXN-104224,26/06/2025 00:00,West,Office Supplies,17,104.09,40.77
TXN-104225,26/06/2025 01:00,West,Home Appliances,15,407.78,12.37
TXN-104226,26/06/2025 02:00,North,Industrial Machinery,14,135.4,29.28
TXN-104227,26/06/2025 03:00,West,Office Supplies,10,198.46,27.86
TXN-104228,26/06/2025 04:00,West,Industrial Machinery,12,103.39,9.51
TXN-104229,26/06/2025 05:00,West,Home Appliances,16,184.1,21.35
TXN-104230,26/06/2025 06:00,East,Industrial Machinery,15,229.12,8.81
TXN-104231,26/06/2025 07:00,North,Industrial Machinery,10,143.78,25.91
TXN-104232,26/06/2025 08:00,West,Industrial Machinery,4,349.67,42.93
TXN-104233,26/06/2025 09:00,South,Office Supplies,9,186.66,17.16
TXN-104234,26/06/2025 10:00,South,Home Appliances,9,332.47,39.42
TXN-104235,26/06/2025 11:00,South,Electronics,11,105.47,13.25
TXN-104236,26/06/2025 12:00,South,Office Supplies,11,179.32,35.32
TXN-104237,26/06/2025 13:00,East,Electronics,7,19,46.2
TXN-104238,26/06/2025 14:00,West,Electronics,10,345.13,19.58
TXN-104239,26/06/2025 15:00,North,Office Supplies,4,287.45,45.52
TXN-104240,26/06/2025 16:00,West,Office Supplies,5,370.84,27.74
TXN-104241,26/06/2025 17:00,East,Home Appliances,5,213.46,19.26
TXN-104242,26/06/2025 18:00,South,Home Appliances,11,362.99,45.34
TXN-104243,26/06/2025 19:00,East,Industrial Machinery,9,296.87,6.44
TXN-104244,26/06/2025 20:00,West,Electronics,16,17.07,6.26
TXN-104245,26/06/2025 21:00,North,Home Appliances,9,125.73,31.99
TXN-104246,26/06/2025 22:00,East,Industrial Machinery,4,230.1,40.85
TXN-104247,26/06/2025 23:00,North,Home Appliances,2,284.32,38.82
TXN-104248,27/06/2025 00:00,East,Office Supplies,14,44,8.58
TXN-104249,27/06/2025 01:00,North,Home Appliances,3,321.86,47.76
TXN-104250,27/06/2025 02:00,North,Electronics,18,251.67,36.64
TXN-104251,27/06/2025 03:00,South,Home Appliances,6,243.95,47.71
TXN-104252,27/06/2025 04:00,North,Electronics,11,142.39,19.81
TXN-104253,27/06/2025 05:00,South,Office Supplies,18,273.95,36.23
TXN-104254,27/06/2025 06:00,West,Electronics,12,27.45,43.7
TXN-104255,27/06/2025 07:00,West,Home Appliances,5,43.61,22.12
TXN-104256,27/06/2025 08:00,South,Industrial Machinery,9,334.37,48.42
TXN-104257,27/06/2025 09:00,South,Office Supplies,18,155.36,16.92
TXN-104258,27/06/2025 10:00,East,Home Appliances,19,166.26,19.2
TXN-104259,27/06/2025 11:00,East,Office Supplies,3,106.04,46.41
TXN-104260,27/06/2025 12:00,East,Office Supplies,9,209.12,48.63
TXN-104261,27/06/2025 13:00,West,Home Appliances,4,38.09,17.83
TXN-104262,27/06/2025 14:00,East,Home Appliances,17,146.01,11.14
TXN-104263,27/06/2025 15:00,North,Industrial Machinery,17,244.54,39.16
TXN-104264,27/06/2025 16:00,North,Office Supplies,2,217.82,46.83
TXN-104265,27/06/2025 17:00,East,Office Supplies,9,449.86,32.03
TXN-104266,27/06/2025 18:00,North,Home Appliances,9,184.42,33.55
TXN-104267,27/06/2025 19:00,West,Electronics,5,183.65,39.33
TXN-104268,27/06/2025 20:00,North,Home Appliances,15,234.31,11.89
TXN-104269,27/06/2025 21:00,West,Office Supplies,15,98.19,48.81
TXN-104270,27/06/2025 22:00,South,Home Appliances,3,396.25,21.39
TXN-104271,27/06/2025 23:00,South,Industrial Machinery,19,264.15,33.27
TXN-104272,28/06/2025 00:00,South,Electronics,3,98.97,26.09
TXN-104273,28/06/2025 01:00,South,Home Appliances,6,360.25,26.07
TXN-104274,28/06/2025 02:00,North,Industrial Machinery,4,30.42,36.62
TXN-104275,28/06/2025 03:00,East,Office Supplies,13,442.42,49.76
TXN-104276,28/06/2025 04:00,North,Home Appliances,13,391.41,34.66
TXN-104277,28/06/2025 05:00,West,Office Supplies,11,267.35,40.73
TXN-104278,28/06/2025 06:00,North,Industrial Machinery,5,63.86,6.24
TXN-104279,28/06/2025 07:00,North,Office Supplies,1,109.04,41.47
TXN-104280,28/06/2025 08:00,West,Industrial Machinery,9,136.91,18.5
TXN-104281,28/06/2025 09:00,South,Industrial Machinery,17,120.23,10.7
TXN-104282,28/06/2025 10:00,South,Industrial Machinery,1,231.67,10.1
TXN-104283,28/06/2025 11:00,South,Home Appliances,3,425.91,35.59
TXN-104284,28/06/2025 12:00,East,Office Supplies,15,208.49,49.89
TXN-104285,28/06/2025 13:00,West,Office Supplies,10,302.95,34.98
TXN-104286,28/06/2025 14:00,West,Electronics,8,314.69,16.81
TXN-104287,28/06/2025 15:00,North,Electronics,12,394.2,14.15
TXN-104288,28/06/2025 16:00,East,Electronics,15,30.2,28.67
TXN-104289,28/06/2025 17:00,South,Electronics,9,191.18,7.93
TXN-104290,28/06/2025 18:00,East,Office Supplies,10,356.47,22.97
TXN-104291,28/06/2025 19:00,West,Industrial Machinery,9,369.56,34.98
TXN-104292,28/06/2025 20:00,West,Industrial Machinery,15,418.43,48.54
TXN-104293,28/06/2025 21:00,North,Home Appliances,1,320.86,24.15
TXN-104294,28/06/2025 22:00,North,Industrial Machinery,2,122.02,14.01
TXN-104295,28/06/2025 23:00,West,Office Supplies,19,235.21,41.78
TXN-104296,29/06/2025 00:00,South,Office Supplies,14,29.55,38.49
TXN-104297,29/06/2025 01:00,South,Office Supplies,8,296.59,43.69
TXN-104298,29/06/2025 02:00,East,Home Appliances,6,256.34,14.66
TXN-104299,29/06/2025 03:00,West,Electronics,12,305.24,23.22
TXN-104300,29/06/2025 04:00,West,Industrial Machinery,15,419.65,49.17
TXN-104301,29/06/2025 05:00,South,Office Supplies,14,314.12,12.11
TXN-104302,29/06/2025 06:00,South,Office Supplies,1,154.74,35.22
TXN-104303,29/06/2025 07:00,West,Electronics,11,101.85,15.67
TXN-104304,29/06/2025 08:00,North,Office Supplies,3,386.84,27.51
TXN-104305,29/06/2025 09:00,West,Industrial Machinery,19,99.94,41.02
TXN-104306,29/06/2025 10:00,West,Home Appliances,18,85.72,26.99
TXN-104307,29/06/2025 11:00,South,Office Supplies,2,105.27,41.25
TXN-104308,29/06/2025 12:00,South,Industrial Machinery,7,236.59,24.19
TXN-104309,29/06/2025 13:00,North,Office Supplies,8,69.46,49.97
TXN-104310,29/06/2025 14:00,North,Electronics,19,423.11,24.61
TXN-104311,29/06/2025 15:00,East,Office Supplies,15,435.34,11.72
TXN-104312,29/06/2025 16:00,West,Office Supplies,10,438.62,23.08
TXN-104313,29/06/2025 17:00,South,Home Appliances,1,32.5,38.42
TXN-104314,29/06/2025 18:00,North,Electronics,6,426.62,43.16
TXN-104315,29/06/2025 19:00,East,Electronics,13,448.88,25.7
TXN-104316,29/06/2025 20:00,East,Home Appliances,14,424.99,31.75
TXN-104317,29/06/2025 21:00,South,Office Supplies,3,307.02,43.02
TXN-104318,29/06/2025 22:00,South,Industrial Machinery,11,320.18,41.61
TXN-104319,29/06/2025 23:00,East,Electronics,3,68.62,34.6
TXN-104320,30/06/2025 00:00,North,Electronics,19,395.38,41.68
TXN-104321,30/06/2025 01:00,East,Office Supplies,10,41.41,30.92
TXN-104322,30/06/2025 02:00,West,Office Supplies,15,153.55,5.21
TXN-104323,30/06/2025 03:00,West,Electronics,11,446.16,6.86
TXN-104324,30/06/2025 04:00,South,Office Supplies,15,199,49.09
TXN-104325,30/06/2025 05:00,North,Industrial Machinery,13,72.49,11.52
TXN-104326,30/06/2025 06:00,North,Electronics,5,436.66,23.2
TXN-104327,30/06/2025 07:00,West,Industrial Machinery,4,443.11,47.02
TXN-104328,30/06/2025 08:00,East,Industrial Machinery,13,96.77,13.78
TXN-104329,30/06/2025 09:00,South,Office Supplies,9,391.26,42.97
TXN-104330,30/06/2025 10:00,East,Industrial Machinery,17,185.14,41.82
TXN-104331,30/06/2025 11:00,East,Office Supplies,2,181.2,49.38
TXN-104332,30/06/2025 12:00,East,Home Appliances,5,129.64,17.68
TXN-104333,30/06/2025 13:00,North,Office Supplies,16,34.93,19.19
TXN-104334,30/06/2025 14:00,West,Industrial Machinery,7,131.95,45.63
TXN-104335,30/06/2025 15:00,North,Home Appliances,1,38.87,15.53
TXN-104336,30/06/2025 16:00,West,Office Supplies,12,417.14,29.66
TXN-104337,30/06/2025 17:00,South,Industrial Machinery,11,303.02,36.83
TXN-104338,30/06/2025 18:00,South,Electronics,12,400.74,17.23
TXN-104339,30/06/2025 19:00,East,Electronics,19,327.16,47.23
TXN-104340,30/06/2025 20:00,West,Office Supplies,12,72.54,34.96
TXN-104341,30/06/2025 21:00,West,Office Supplies,12,424.18,7.12
TXN-104342,30/06/2025 22:00,West,Electronics,14,406.5,11.11
TXN-104343,30/06/2025 23:00,East,Industrial Machinery,2,166.74,13.59
TXN-104344,01/07/2025 00:00,East,Industrial Machinery,2,63.96,16.02
TXN-104345,01/07/2025 01:00,South,Industrial Machinery,4,321.46,37.88
TXN-104346,01/07/2025 02:00,North,Office Supplies,16,331.97,9
TXN-104347,01/07/2025 03:00,West,Home Appliances,10,405.17,20.78
TXN-104348,01/07/2025 04:00,West,Home Appliances,13,38.38,46.01
TXN-104349,01/07/2025 05:00,North,Home Appliances,2,77.07,30.05
TXN-104350,01/07/2025 06:00,West,Home Appliances,3,275.44,16.95
TXN-104351,01/07/2025 07:00,East,Home Appliances,19,284.51,48.07
TXN-104352,01/07/2025 08:00,East,Office Supplies,6,30.1,15.99
TXN-104353,01/07/2025 09:00,West,Office Supplies,19,187.97,45.73
TXN-104354,01/07/2025 10:00,East,Home Appliances,19,269.32,37.66
TXN-104355,01/07/2025 11:00,East,Office Supplies,8,336.12,38.32
TXN-104356,01/07/2025 12:00,West,Office Supplies,14,152.87,39.42
TXN-104357,01/07/2025 13:00,South,Home Appliances,10,225.76,27.8
TXN-104358,01/07/2025 14:00,North,Industrial Machinery,3,369.21,41.66
TXN-104359,01/07/2025 15:00,East,Office Supplies,6,429.97,42.63
TXN-104360,01/07/2025 16:00,South,Industrial Machinery,15,115.57,21.22
TXN-104361,01/07/2025 17:00,East,Office Supplies,18,125.45,23.02
TXN-104362,01/07/2025 18:00,East,Office Supplies,14,423.85,44.99
TXN-104363,01/07/2025 19:00,North,Home Appliances,19,187.52,28.61
TXN-104364,01/07/2025 20:00,East,Office Supplies,10,327.62,44.01
TXN-104365,01/07/2025 21:00,North,Electronics,15,281.53,33.2
TXN-104366,01/07/2025 22:00,North,Electronics,4,139.59,31.71
TXN-104367,01/07/2025 23:00,North,Home Appliances,2,299.47,6.39
TXN-104368,02/07/2025 00:00,South,Industrial Machinery,3,300.34,17.51
TXN-104369,02/07/2025 01:00,West,Industrial Machinery,7,272.92,27.59
TXN-104370,02/07/2025 02:00,South,Industrial Machinery,16,58.8,31.43
TXN-104371,02/07/2025 03:00,West,Electronics,10,447.9,33.37
TXN-104372,02/07/2025 04:00,West,Industrial Machinery,19,189.48,37.23
TXN-104373,02/07/2025 05:00,North,Industrial Machinery,17,292.82,34.53
TXN-104374,02/07/2025 06:00,East,Home Appliances,19,400.36,43.19
TXN-104375,02/07/2025 07:00,North,Industrial Machinery,5,199.42,18.3
TXN-104376,02/07/2025 08:00,East,Electronics,13,351.77,33.87
